sample_name,replicate,serial_number,extract_number,seqid_16s_xxx,seqid_18s_xxx,seqid_12s_xxx,project_id,project_title,project_description,project_proposal,notes,collection_date_only,collection_time_local_only,cruise,station,region,degrees_latitude,degrees_longitude,depth_meters,depth_category,ctd_bottle_no,volume_filtered_ml,sample_collection_device,sample_collection_method,sample_material_processing,size_fraction,env_material,sample_type,temperature_celsius,ph,salinity,pressure,temp_station,temp_depth,ctdoxy,oxygen_umol_kg,phosphate_umol_kg,silicate_umol_kg,nitrate_umol_kg,nitrite_umol_kg,nitrate_nitrite_umol_kg,nh4_umol_kg,dic_umol_kg,pco2_mea_uatm,ph_tot_mea,carbonate_umol_kg,dna_sample_number,plate,plate_name,well_number,well_position,station_depth,ship_crs_expocode,woce_sect,date,utc_time,lat_lon,submitted_to_insdc,investigation_type,samp_mat_process,target_gene,additional_notes,notes_on_bottle_metadata
GOMECC4_CAMPECHE_Sta90_Deep_A,A,GOMECC4_285,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,AM cast,10/9/2021,14:20-04:00,,Sta90,CAMPECHE,22,92.917,2862,Deep,2,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.348,7.70598,34.974,2900,4.348_90,4.348_2862,4.6089,213.96,1.48531,25.2132,21.9613,0.00684,21.9682,0.23242,#N/A,800.77,7.70598,110.369,285,Plate3,GOMECC2021_Plate3,1,A1,90_2862,WBTSRHB,RB2103,2021-10-09,19:29+00:00,22_92.917,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Not enough water for eDNA. Combined bottles 2+3. Use bottle 2 for CTD metadata.,
GOMECC4_MERIDA_Sta94_Surface_B,B,GOMECC4_316,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/10/2021,18:35-04:00,,Sta94,MERIDA,21.701,89.667,3,Surface,9,2060,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.479,8.06397,36.506,3,29.479_94,29.479_3,4.4225,199.075,0.02341,0.71491,0,0.00975,0.0078,0.2331,2065.59,311.7,8.06397,224.532,316,Plate3,GOMECC2021_Plate3,2,B1,94_3,WBTSRHB,RB2103,2021-10-10,22:44+00:00,21.701_89.667,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CAMPECHE_Sta90_Deep_C,C,GOMECC4_287,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/9/2021,14:20-04:00,,Sta90,CAMPECHE,22,92.917,2862,Deep,2,1840,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.348,7.70598,34.974,2900,4.348_90,4.348_2862,4.6089,213.96,1.48531,25.2132,21.9613,0.00684,21.9682,0.23242,#N/A,800.77,7.70598,110.369,287,Plate3,GOMECC2021_Plate3,3,C1,90_2862,WBTSRHB,RB2103,2021-10-09,19:29+00:00,22_92.917,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_VERACRUZ_Sta89_Surface_B,B,GOMECC4_283,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/8/2021,20:48-04:00,,Sta89,VERACRUZ,18.836,93.066,4,Surface,9,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.265,8.08268,32.879,4,29.265_89,29.265_4,4.4579,200.484,0.06746,17.4866,0,0.02542,0.00782,0.17696,2031.07,296.07,8.08268,222.417,283,Plate3,GOMECC2021_Plate3,4,D1,89_4,WBTSRHB,RB2103,2021-10-09,00:58+00:00,18.836_93.066,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_VERACRUZ_Sta87_Surface_C,C,GOMECC4_275,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,PM cast,10/8/2021,09:26-04:00,,Sta87,VERACRUZ,19.609,93.5,3,Surface,19,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.279,8.10237,34.619,3,29.279_87,29.279_3,4.3148,193.696,0.03808,6.95606,0.00391,0.00488,0.00879,0.14939,2005.52,285.77,8.10237,224.719,275,Plate3,GOMECC2021_Plate3,5,E1,87_3,WBTSRHB,RB2103,2021-10-08,13:53+00:00,19.609_93.5,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_VERACRUZ_Sta89_DCM_B,B,GOMECC4_280,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/8/2021,20:48-04:00,,Sta89,VERACRUZ,18.836,93.066,40,DCM,4,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,25.218,7.98999,36.223,40,25.218_89,25.218_40,3.7359,156.606,0.16092,5.27813,1.69111,0.29843,1.98954,0.13166,2112.58,389.3,7.98999,193.844,280,Plate3,GOMECC2021_Plate3,6,F1,89_40,WBTSRHB,RB2103,2021-10-09,00:58+00:00,18.836_93.066,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_27N_Sta4_Surface_C,C,GOMECC4_017,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/14/2021,19:47-04:00,,Sta4,27N,26.994,79.859,2,Surface,17,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.389,8.09839,35.1,2,29.389_4,29.389_2,4.3642,196.399,0.00586,1.33377,0.07518,0.00488,0.08007,0.42474,2021.31,279.6,8.09839,230.952,17,Plate4,GOMECC2021_Plate4,27,C4,4_2,WBTSRHB,RB2103,2021-09-15,1:00+00:00,26.994_79.859,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_PANAMACITY_Sta19_Deep_B,B,GOMECC4_058,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/20/2021,13:30-04:00,,Sta19,PANAMACITY,29.5,85.378,17,Deep,3,1520,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.728,7.96862,34.395,17,28.728_19,28.728_17,3.4242,150.006,0.20222,6.70932,0.53632,0.78445,1.32076,2.36995,2068.01,392.71,7.96862,174.027,58,Plate4,GOMECC2021_Plate4,28,D4,19_17,WBTSRHB,RB2103,2021-09-20,17:12+00:00,29.5_85.378,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Deep filters clogged - filtered as much as possible.,
GOMECC4_PANAMACITY_Sta28_DCM_C,C,GOMECC4_089,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/21/2021,14:30-04:00,,Sta28,PANAMACITY,28,86.62,43,DCM,21,1640,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.184,8.05983,35.784,44,28.184_28,28.184_43,4.2816,195.065,0.04586,1.59935,0.26054,0.09563,0.35617,0.20199,2061.18,316.47,8.05983,219.348,89,Plate4,GOMECC2021_Plate4,29,E4,28_43,WBTSRHB,RB2103,2021-09-21,19:11+00:00,28_86.62,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_PANAMACITY_Sta19_DCM_C,C,GOMECC4_062,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,not applicable,9/20/2021,13:30-04:00,,Sta19,PANAMACITY,29.5,85.378,9,DCM,6,1880,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.221,7.99863,32.985,9,28.221_19,28.221_9,4.1903,170.446,0.10757,4.02994,0.30608,0.3716,0.67769,1.72111,2024.05,363.65,7.99863,173.968,62,Plate4,GOMECC2021_Plate4,30,F4,19_9,WBTSRHB,RB2103,2021-09-20,17:12+00:00,29.5_85.378,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPA_Sta13_DCM_A,A,GOMECC4_045,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/18/2021,15:00-04:00,,Sta13,TAMPA,26.888,84.666,64,DCM,11,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,22.838,7.97612,36.489,64,22.838_13,22.838_64,4.1768,181.51,0.07998,1.72744,1.28558,0.12875,1.41433,0.49843,2121.58,395.79,7.97612,194.201,45,Plate4,GOMECC2021_Plate4,31,G4,13_64,WBTSRHB,RB2103,2021-09-18,19:32+00:00,26.888_84.666,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 10 used.
GOMECC4_27N_Sta4_Surface_B,B,GOMECC4_016,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/14/2021,19:47-04:00,,Sta4,27N,26.994,79.859,2,Surface,17,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.389,8.09839,35.1,2,29.389_4,29.389_2,4.3642,196.399,0.00586,1.33377,0.07518,0.00488,0.08007,0.42474,2021.31,279.6,8.09839,230.952,16,Plate4,GOMECC2021_Plate4,32,H4,4_2,WBTSRHB,RB2103,2021-09-15,1:00+00:00,26.994_79.859,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_PANAMACITY_Sta19_Deep_C,C,GOMECC4_059,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/20/2021,13:30-04:00,,Sta19,PANAMACITY,29.5,85.378,17,Deep,3,1600,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.728,7.96862,34.395,17,28.728_19,28.728_17,3.4242,150.006,0.20222,6.70932,0.53632,0.78445,1.32076,2.36995,2068.01,392.71,7.96862,174.027,59,Plate4,GOMECC2021_Plate4,33,A5,19_17,WBTSRHB,RB2103,2021-09-20,17:12+00:00,29.5_85.378,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPA_Sta13_DCM_B,B,GOMECC4_046,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,AM cast,9/18/2021,15:00-04:00,,Sta13,TAMPA,26.888,84.666,64,DCM,11,1900,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,22.838,7.97612,36.489,64,22.838_13,22.838_64,4.1768,181.51,0.07998,1.72744,1.28558,0.12875,1.41433,0.49843,2121.58,395.79,7.97612,194.201,46,Plate4,GOMECC2021_Plate4,34,B5,13_64,WBTSRHB,RB2103,2021-09-18,19:32+00:00,26.888_84.666,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_PANAMACITY_Sta28_Deep_A,A,GOMECC4_084,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/21/2021,14:30-04:00,,Sta28,PANAMACITY,28,86.62,2960,Deep,1,1840,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.361,7.7095,34.975,3001,4.361_28,4.361_2960,4.6592,216.609,1.47726,24.9543,21.9197,0.00683,21.9266,0.19723,2193.25,799.77,7.7095,110.256,84,Plate4,GOMECC2021_Plate4,35,C5,28_2960,WBTSRHB,RB2103,2021-09-21,19:11+00:00,28_86.62,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",5-liter hand iskin used to collect additional surface water at same site and near return of CTD. Two replicates from surface collected via hand iskin (4 liters).,
GOMECC4_PANAMACITY_Sta19_Surface_A,A,GOMECC4_063,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,DI H2O,9/20/2021,13:30-04:00,,Sta19,PANAMACITY,29.5,85.378,3,Surface,8,1820,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.275,8.00975,32.473,3,28.275_19,28.275_3,4.265,187.11,0.03424,2.65141,0.2896,0.17024,0.45984,1.16231,1990.13,353.56,8.00975,178.759,63,Plate4,GOMECC2021_Plate4,36,D5,19_3,WBTSRHB,RB2103,2021-09-20,17:12+00:00,29.5_85.378,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 7.
GOMECC4_PANAMACITY_Sta28_Deep_C,C,GOMECC4_086,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/21/2021,14:30-04:00,,Sta28,PANAMACITY,28,86.62,2960,Deep,1,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.361,7.7095,34.975,3001,4.361_28,4.361_2960,4.6592,216.609,1.47726,24.9543,21.9197,0.00683,21.9266,0.19723,2193.25,799.77,7.7095,110.256,86,Plate4,GOMECC2021_Plate4,37,E5,28_2960,WBTSRHB,RB2103,2021-09-21,19:11+00:00,28_86.62,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPA_Sta13_Deep_A,A,GOMECC4_042,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,PM Cast,9/18/2021,15:00-04:00,,Sta13,TAMPA,26.888,84.666,217,Deep,2,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,13.291,7.70745,35.701,219,13.2909999999999_13,13.2909999999999_217,2.593,117.94,1.31076,10.0322,20.9877,0.01854,21.0063,0.25571,2200.84,795.94,7.70745,108.879,42,Plate4,GOMECC2021_Plate4,38,F5,13_217,WBTSRHB,RB2103,2021-09-18,19:32+00:00,26.888_84.666,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM = 65 m.,Bottle 1 data.
GOMECC4_PANAMACITY_Sta19_DCM_A,A,GOMECC4_060,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/20/2021,13:30-04:00,,Sta19,PANAMACITY,29.5,85.378,9,DCM,6,1900,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.221,7.99863,32.985,9,28.221_19,28.221_9,4.1903,170.446,0.10757,4.02994,0.30608,0.3716,0.67769,1.72111,2024.05,363.65,7.99863,173.968,60,Plate4,GOMECC2021_Plate4,39,G5,19_9,WBTSRHB,RB2103,2021-09-20,17:12+00:00,29.5_85.378,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 4.
GOMECC4_TAMPA_Sta13_Deep_C,C,GOMECC4_044,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/18/2021,15:00-04:00,,Sta13,TAMPA,26.888,84.666,217,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,13.291,7.70745,35.701,219,13.2909999999999_13,13.2909999999999_217,2.593,117.94,1.31076,10.0322,20.9877,0.01854,21.0063,0.25571,2200.84,795.94,7.70745,108.879,44,Plate4,GOMECC2021_Plate4,40,H5,13_217,WBTSRHB,RB2103,2021-09-18,19:32+00:00,26.888_84.666,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPA_Sta13_Deep_B,B,GOMECC4_043,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/18/2021,15:00-04:00,,Sta13,TAMPA,26.888,84.666,217,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,13.291,7.70745,35.701,219,13.2909999999999_13,13.2909999999999_217,2.593,117.94,1.31076,10.0322,20.9877,0.01854,21.0063,0.25571,2200.84,795.94,7.70745,108.879,43,Plate4,GOMECC2021_Plate4,41,A6,13_217,WBTSRHB,RB2103,2021-09-18,19:32+00:00,26.888_84.666,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_MERIDA_Sta94_Surface_C,C,GOMECC4_317,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,AM cast,10/10/2021,18:35-04:00,,Sta94,MERIDA,21.701,89.667,3,Surface,9,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.479,8.06397,36.506,3,29.479_94,29.479_3,4.4225,199.075,0.02341,0.71491,0,0.00975,0.0078,0.2331,2065.59,311.7,8.06397,224.532,317,Plate3,GOMECC2021_Plate3,7,G1,94_3,WBTSRHB,RB2103,2021-10-10,22:44+00:00,21.701_89.667,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPICO_Sta82_Surface_A,A,GOMECC4_255,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/6/2021,18:58-04:00,,Sta82,TAMPICO,22.276,95.588,10,Surface,23,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.512,8.1013,36.225,10,29.5119999999999_82,29.5119999999999_10,4.3332,194.865,0.08972,1.41801,0.02048,0.00195,0.02243,0.24479,2056.62,282.88,8.1013,242.782,255,Plate3,GOMECC2021_Plate3,8,H1,82_10,WBTSRHB,RB2103,2021-10-06,23:58+00:00,22.276_95.588,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Not enough water for eDNA. Combined bottles 23+24. Pick bottle 23 for CTD metadata.,
GOMECC4_VERACRUZ_Sta89_DCM_A,A,GOMECC4_279,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/8/2021,20:48-04:00,,Sta89,VERACRUZ,18.836,93.066,40,DCM,4,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,25.218,7.98999,36.223,40,25.218_89,25.218_40,3.7359,156.606,0.16092,5.27813,1.69111,0.29843,1.98954,0.13166,2112.58,389.3,7.98999,193.844,279,Plate3,GOMECC2021_Plate3,9,A2,89_40,WBTSRHB,RB2103,2021-10-09,00:58+00:00,18.836_93.066,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 3.
GOMECC4_CAMPECHE_Sta90_DCM_A,A,GOMECC4_288,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/9/2021,14:20-04:00,,Sta90,CAMPECHE,22,92.917,67,DCM,20,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,21.69,7.97346,36.298,67,21.69_90,21.69_67,4.1495,180.612,0.06049,1.86043,0.52779,0.14146,0.66925,0.2956,#N/A,398.16,7.97346,192.573,288,Plate3,GOMECC2021_Plate3,10,B2,90_67,WBTSRHB,RB2103,2021-10-09,19:29+00:00,22_92.917,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM water was very scarce. Combined from 3 depths (bottles 19-21) around the DCM (~80 m). Use bottle 20 for metadata.,
GOMECC4_VERACRUZ_Sta87_Surface_B,B,GOMECC4_274,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/8/2021,09:26-04:00,,Sta87,VERACRUZ,19.609,93.5,3,Surface,19,2080,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.279,8.10237,34.619,3,29.279_87,29.279_3,4.3148,193.696,0.03808,6.95606,0.00391,0.00488,0.00879,0.14939,2005.52,285.77,8.10237,224.719,274,Plate3,GOMECC2021_Plate3,11,C2,87_3,WBTSRHB,RB2103,2021-10-08,13:53+00:00,19.609_93.5,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_VERACRUZ_Sta89_Deep_B,B,GOMECC4_277,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/8/2021,20:48-04:00,,Sta89,VERACRUZ,18.836,93.066,53,Deep,2,2020,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,24.48,7.96211,36.252,54,24.48_89,24.48_53,3.4903,157.771,0.23503,6.50195,2.32108,0.34524,2.66632,0.18237,2122.81,413.98,7.96211,177.234,277,Plate3,GOMECC2021_Plate3,12,D2,89_53,WBTSRHB,RB2103,2021-10-09,00:58+00:00,18.836_93.066,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
